length (mm)
64
46.3
43
42
44.2
43.4
41.7
42.7
44.5
37
38.5
46
45
45
42
42.5
43.9
43
42.3
39
60
3.7
2.4
1.5
2.6
6.2
8.1
29.3
28
55
88
47.6
10
43
90.5
48
50
62
58
80
56
52
72.4
47
47
61.4
27.3
26.5
45
44.1
46.5
44.5
60.8
69.4
68
77
74
58
56
68
63.5
68
32.3
39
82
34.9
33.1
47.5
39
42
35.5
34.5
34.5
11.1
33.5
12
40.2
37.5
51
36
39.3
36
38.8
45
36.4
30.4
7.8
31
82.1
79.3
75.1
84
83
90
61
67.5
60
60
7.3
53.5
51.5
56.5
54.3
63
50
57.2
56
58
62.3
61.5
58.1
56
55
57.5
50
50
61
56
54
63
52
48
59
33.6
33
34
32
30
35
32
53
32
32
37.1
35
35
35.4
38.2
33
33.6
105
97.2
15
108
128 
100
96
126
106
20
22
107.5
94.6
128
106
22
110
130
110
110
110
102
95
106
97
115
20
135
100
135.8
118.3
17.5
98
45
40 
42
42
7
24
37
15
5.7
11
47
41.5
43
6.35
9.7
10.45
6.3
3.1
4.5
6.6
5
2.4
3.4
4.2
5.6
2.9
2.2
3.6
6
3.3
2.3
2.5
2.5
6.2
4
5.7
9.6
3.7
4.3
4.7
9.8
6.2
3
4.8
3.2
15
9
15
8.2
8
4.1
4.5
4.4
4
4.2
6.8
5.3
8
5.5
7.6
8.3
8.2
6.5
8
7.1
8.7
10
5
10
9
5.8
4.8
2.8
9
5.2
3
3
6.8
11.5
3.7
3.7
2.4
3.6
2.8
5.5
9.6
10
15
7
17.7
14
7.5
9.8
12.5
11.3
8
7.1
7
 9
7
10
18
16.5
11
11.9
14.4
14.1
13.7
12.8
12.4
11
9
11.5
16.3
11.6
10
4.8
12
12
12
11
11.5
13
15
7
14.7
17
47
30
8.1
20
16.3
10
9.2
8.5
8.5
9.5
8.5
8.3
9.7
5.6
4.3
4.1
7.5
6.8
7.5
10
7.5
13.2
16
30
17.3
8
16.2
18
21
20.7
20.8
15.8
16.1
20
4.1
3.7
5.2
5.5
3.5
4.4
3.2
4.7
4
5.6
7.2
10
9.1
12.2
4
5.2
3.9
5.2
10
14
3.7
5.2
4.3
6
5
6.4
2.4
3.2
2.7
3.4
2.1
2.9
3.9
5
2.9
4.2
12
16
4
5
8.6
11.3
2.1
2.9
4.4
6
4.1
6
3.5
5.2
4.2
5.5
3
4.5
5.3
10.7
2.9
4.4
4.7
6.8
7.2
9.5
12.3
18.5
8.2
13.4
4.2
7
8.1
12
7
9.5
4.5
8
6.5
10.2
5.8
9
4.7
7.2
4.6
7.1
4.5
7.4
2.6
4.4
7.9
10
4.7
6
3.5
5.5
3.4
3.9
2.5
3
2.6
3.2
2.1
3
2
2.6
1.9
2.8
2.7
3.8
2.6
3.6
3.5
5
3.1
3.8
5.8
7.3
4.6
5.2
4
6
4.2
6
2.7
4.1
7.3
9.6
6.8
9.4
4.4
6.2
3
4.2
6.2
8.3
5.1
7
2.4
3.6
5.4
7.1
5.6
6.8
4.1
5.6
2.3
2.8
2.1
2.8
2.5
3.6
1.9
2.7
1.6
2.5
3.1
4.7
2.8
4
2.6
3.7
3.3
4.8
1.7
2.5
1.9
2.9
3
4.2
4
5.1
3.3
4.3
4.5
5.5
2.8
5
3.7
6
6.9
10.7
7
10.1
17.6
5.8
6.8
18.7
16.5
15.5
10.5
15
17.2
6.4
6.4
6.2
8
7.5
8
8.1
7.4
5.4
7
6.9
6.5
6
5.8
5.5
5.5
6.4
7.9
7
7
3.5
6.4
8
7.3
7.3
6.5
6.6
5.2
7.5
8.2
7.5
7.5
8
8
6
8.6
7.1
7.6
7.9
7.6
8.4
6.5
8
8.5
7.8
11
8.2
7.6
7
4.3
4.1
6.9
8.5
8.3
8.8
7.6
7.8
7.7
7.7
8.4
7.8
9.1
9.1
8
7.5
6.9
6.8
7
3.7
4.7
6.9
6.1
7.2
7.2
8.2
8.2
7.4
7.4
6.2
3.2
4.1
4.7
5.6
2.7
3.4
4.5
5.3
5.2
6.5
3.4
5.3
3.7
5.4
2.9
3.4
3.6
5.8
3.8
5.1
3.7
5.4
4.4
5.3
3.2
5
2.9
4.5
3.5
4.6
3.6
5.1
2.9
4
2.9
4
6.6
7.2
3.7
5.3
5.4
4.6
7
18
25
4
6
17.5
15.7
14
15.3
23
7.4
18
30.3
29.5
28.5
6.6
37
19.5
18.1
19.5
21
20
11
8.4
16.4
20
27.3
15.5
10.2
19.3
16
10.5
11
16
6.2
5.4
19.7
12.3
16.9
16.8
16
4.1
13
15
15
14
15
15.3
14
15
15
15.5
11
14
12.5
14
13.1
9
10.2
11.5
9
10
12.5
11
8.8
9.5
9.5
10
21.7
18
30
29.8
31
33
33
39
45
34
27.1
37.2
50
45
41
48
33
31
35
28
27
32.8
33.2
31.7
36.5
35
36.4
37
32
35.6
34
32
33
28
35
27.3
33.8
39.5
73.1
35
20
15.5
21
22
20
23.3
30
8
8.3
4
5
5
16
50
16
6.5
6.5
6.5
7.5
7.5
6.5
5.5
6
10.5
10.5
9
9
9.5
9.7
10
10
10
9
9.5
3
2.9
70
55
30
29
5.8
5.6
7.7
6.5
4.6
3.2
10.4
15.8
10.4
14.6
6
10
9.4
15
6.4
25
15
30
30
42
42
13
36.6
35.1
55
30.9
29.6
47
41.3
7
6.5
7.5
9
67
4.7
6
4.2
7.2
6.3
9.2
4.9
8.1
3.1
6.9
3.4
6.7
4.05
8.7
4.2
6.7
9.5
8.6
15.2
12.5
10.9
14.5
12.2
8
8.7
6.2
10.2
6.4
0.8
11
8
0.7
14
12
12
6.2
9.4
7.3
11.1
6
9.1
7.7
4.9
5.5
12
8.1
7
5.9
10
9.5
20
35.4
32.5
22.5
17.7
15
19.8
17.7
65
85
7
24
18
21
22
44
46
45
49
39
35
98
95
64
88
91
81
26
29
26
8.5
5.2
7.6
4.9
5.7
7.8
6.4
4.7
4.4
6.1
8.8
12.4
12.5
54
56
71
57
45
57
33
28.5
2.5
11
12
8.4
11
9
6.5
7
10
7.5
8.5
6
7
5
10
7
6.5
5
2.8
4.8
7.6
4.2
4.6
7.2
3.7
5
3.5
2.6
4.5
3.5
2.2
4
8
3.3
6.8
4.4
6.7
5.8
4
7.8
4.6
14
7
4.6
13
10
6.3
11.5
6
8.5
20
10
30
12.5
8.1
7.6
9
5.5
7.3
3.6
5.3
3
10
5.5
7
3.5
8
8
4
5
10
5
7.5
6
4
3.3
6
10
5.5
2.5
7
4
2.3
12.5
6.8
3
6
9
4.5
2.2
7.5
5
5
4
8
4.5
6.8
4
6.9
4.4
5
3.5
7
3.5
4.5
3.5
6
4
5
3
6
3.5
5
3.3
0.8
4
2.3
11
7.5
9
5
7
4
0.5
5.5
3.3
7.5
4.5
3
4
8
4
5.5
7
4
3
6
4
3.5
4.5
2.5
1.4
5
3
1.4
4
3
1.7
5.5
3
2
8
5
3.3
5
3.3
5
3.2
6
4
1.5
4.5
3
1.3
5
2.3
1.7
4
2.5
5
4
3
5.5
3
5
3
4
3
4
2
1.1
4
2
1.1
4.3
2.5
1.2
2.5
1.8
1.2
4
2
1
3.5
2
1
3
1.8
0.8
4.5
2.2
1.2
3.5
2
0.7
3.2
2
1.1
4
2.2
1.3
3
1.8
0.6
3.3
2
0.5
2.5
1.5
2.5
1.6
1.2
3
2.2
1.3
3.5
2.3
1.1
4
3
0.5
2.5
2
7
3.5
5
3
6.5
3
6
3
4.5
3
9
4
6
3
4.5
2.5
4.5
2.5
4.5
2
5
2.5
5
2
3
2
1.5
2.7
3
1.5
3
1.5
10
5.5
4
2.5
2.2
1.4
2
1.55
45
44
46
8
7
3
8
7
7.5
7
1.7
7.5
7
3.5
1.7
7
1.5
7
4
8
4
2.8
4.5
2.9
4.8
2.8
3.8
2.7
3
1.9
2.4
3
2.5
2.5
2.3
13
8.5
11
16
10
6
9.8
5.7
5.3
9.5
6
14
7.5
12.5
7.4
14.5
8
34.9
32.2
11.25
80
83
83
67
8
10
5.5
16.3
14.5
8
4.4
8.5
4.4
1.5
2
51
63
35
20.1
28
21.4
27
26.7
26
11
13
11
24
36
22
4
3.7
14.5
12.6
7.5
24
21.5
9
9
6.3
7
0.2
5.6
7
8
4.8
12.2
21.4
11.2
6
5.5
11
5.5
7.7
6
8
12
11
12
13
4.5
2.8
4.5
2.7
12.5
2.2
8.75
6.2
5.4
6.25
5.4
9.25
8.75
8.2
7.5
11.3
7.7
6.7
4.1
6.3
4.6
3.6
5.4
4.4
9.9
9
12.5
10.1
12.3
10.8
33
26
35
17.5
10.5
14
10
10
16.5
8
6
7.5
20
17
12.8
14.5
12
20
12.8
10.9
24
26
17
9.5
7
15.5
10
11
12
27
70
12
60
68
47
64
62
50
50
26
17
18
32.7
16
17
20
18
21
21.5
15
20
11
6.5
9
9.3
12
15
6.5
13.2
5.8
10.5
11
12
9.6
58
38
48
50
5.8
2.9
2.6
15
42
35
38
5
10
10
9.8
9.2
9.7
9.8
8.6
8.5
9.2
10.4
12
11.5
9.4
9.8
9.3
8.3
9.2
8
10.7
9.8
8.6
10.1
8.8
10.8
9.1
10.2
8.1
9.4
10.2
8.2
8.7
10.9
11.6
9.5
9.3
8.7
11.5
10.5
10.9
10.7
9.4
11.5
12.8
13
11.3
13.8
13.8
14.9
14.8
14.5
15.3
14.4
15.4
14.4
14.5
14.6
15
14.6
12.8
13
14.5
13.2
15.2
13.2
14.7
14.4
16
15.3
15.7
13.3
12.6
14
11.1
11.6
15.6
16.7
17
16.5
16.4
15.5
18
18.8
18
17
18.7
17.5
18
18
16.5
17.5
16.8
17.8
15
17.4
16
16.6
22.1
20.7
19
20
18.6
18.5
7
3.3
2.2
2.8
2
3.7
2.8
12
10.2
11
10.7
20
21
5.1
3.5
8
73
70
70
22
13
70
75
32
37
35
35
35.5
44.8
12.2
26
21
16
15
9.5
6.5
5.5
2.2
8.5
16
14
8
22.5
5.2
3
26
50
28
46
21.5
48
15
10
14
20
13
7
4.6
5.7
5.3
3.4
5
4
9.5
17
14.5
3.7
3
3
7
54
1.9
4.6
2
1.5
2.75
3.8
2
21.5
12
12
22
23.5
22.5
42
39
23
10
10
14
14.5
10
8.8
13
9.9
10.5
17.5
11
14
33.5
25.6
5
4.2
6
0.85
1.15
4.1
12
37
4.7
45.5
55.5
21
14
14
11
10
14
14
15
15
16
17
18
19
20
25
28
24
23
18
17
27
23
24
22
14
48.5
60
26
24
21.1
21
5.88
5
7.3
7.7
7.1
84
14
91.8
90.7
92
15
90
83
77
77
81
80
81
83.5
95
89.2
90.5
84
13
94.5
93.5
78.6
76.3
77.6
77.7
74.4
58
64
68.6
70.5
73.9
75.1
134
106
96
130
91
63.2
48
30.5
29
47
27
48
30
30
48
27.5
3.8
4.2
5.5
15
10.5
50
57
58
62
6.7
6.5
6.5
6.5
122
43
80
35
69
94
6.1
5.5
2.1
2.3
1.4
2
1.9
2
3.7
4.1
12
30
10
15
16
11
9
13.5
8.5
17
17.3
16
5
9.5
7
12
11
8.1
7.7
10
14
15
14
8
12
5.7
4
9
6.5
8
7
7
5.4
10
17
14
10.6
16.8
11.2
9
14.5
17.7
10
15.3
10
12.3
13
15.5
10.2
10.4
10.4
8
44.4
38.2
41.8
66
49
23
25
12
1.8
1.5
1.75
1.25
11
2
2.6
14.5
14.5
13
10
10
16.5
21
22
9.8
4
20
14 
7
7
8.5
7.5
6
9
7
4.5
5.5
5.5
6
6.3
4.5
6.2
4.7
5.2
9
4
5.1
2
1.5
9
19
34
55
70
3.5
7.5
12
6
8
3.4
16
15
8.2
8.7
5.6
5
12.3
6.8
30
9
73
11.5
33
7.5
20
22
38
35
23
28
13
13.5
11
21.2
35.2
17.7
23
20.2
19.2
46
20.3
20
10.3
13
24.5
30
27
30
11
19
21
15
20
23
18
30
26
23
8.7
3.2
14.2
8.1
14.5
3.2
8.1
14.4
4.6
8.3
9.8
2.3
3.7
4.2
3
4.4
4.7
6.8
7.8
1.7
5.4
0.7
7.6
8.4
6.2
7.05
8.7
9.3
7.7
6.7
12
8
10
2.2
2.5
1.1
10
9
11
13
15
12
8
95
88
96
89
91
86
126
95
88
123
90
74.3
70.7
8.3
79.2
74.4
75.6
79
96
78
115
85
80
49.7
46.3
77
8
45.5
44.5
41
5
45
50
52
78.5
42
45
51.25
60
61.1
97.6
88.5
26
4.7
6.96
40
2
7.5
2
4.2
1.7
4
3.4
6.3
6.1
60
5.3
7.1
10
11.2
5
7
28
9
10.6
10.5
7
5.5
9.5
8.2
5.2
4.8
5.8
5
4.5
8.5
1.2
2.5
11.5
2.5
11
9
30
16
20
28
25
20
14
21
31
17
23
39
37
41
48
45
75
38
52
46
6.14
15
16.8
16.3
11.6
13
12
11
16
12
30
25.5
23
10.3
13
72
70
52
40
36
19.5
17.75
18.9
21.2
11.4
12
10
13
2.7
28
22
27
2.6
11.1
9.5
23
20
21
12.6
10.3
18
27
19
15
22
15.5
13
11
6.5
5.7
6.1
4.2
4
3.9
4.5
6.5
4.5
4
3.2
4
4
4.5
6.2
5.5
6
6
5.5
4.2
1.6
2.5
3
5
6.5
9
4.5
6
5.5
8
5.5
8
8
11
6
8
13
18
13
18
7
8
11
2.5
19
9.5
5
8
7
8
19.5
18
27.5
18.5
23.5
12
10.3
14.6
6.8
6
10
10
26
26
21
25
17
20
25
20
20
16
15
12
8.4
12.5
13
11.5
13
12
11.5
13
11.5
13.5
14
17
17.5
6.7
7
8
6.6
15.5
21
14.5
4.4
17
21.6
21
26
15
14
20.1
15.5
4.8
12
18.8
3
3.2
2.4
3
3.2
3
29.8
26.5
5.7
3.2
4.4
7.2
5
9.7
8.1
14.3
10
7.6
5.7
7
6.5
9.6
5.5
17.4
9.5
4.8
15.7
8.3
3.8
13.9
5.8
2.7
11.5
4.5
2.5
8.9
8.6
4.1
15.1
35.5
32.1
7
16.3
7
9
5.6
1.4
3.5
21.5
13.3
15.5
23
24.2
14
21.6
15.5
21
15
22.5
15
15.2
10.8
15.6
10.8
13.2
10
14
10.1
19.2
13
16
13
12.1
24
3
1.45
3.2
4
2.8
3.8
2.5
3.4
2.1
2.7
4.3
4.2
6.1
3.1
10.2
7.7
11
59
39.5
38.5
6.5
5.5
10
43
4.3
3.2
8.3
22.7
13.9
4.6
16.5
5.6
14.8
5.9
10.2
5.4
10.8
4.3
12.1
5
15.2
7.5
14.6
5.4
12.5
8.7
10.9
2.4
1.8
1.5
2.1
47
24
23
14
22
18
8.8
7.2
17.5
18.5
13.5
14
12
5
3.8
7.15
5.5
45
2.5
45
26
19
10
15
12
16
19
26
63
85
51
65
52
88
115
95
79
99
79
39
18
19
14
13.5
16.5
17.4
20
25
20.6
20
31
33
11.5
12
19
20
7.5
9
2
1.7
1.8
2.8
2.38
3
3
2.8
6
3.5
1.9
2.2
2.1
11.3
4.7
6.5
3.6
4.1
6.6
3.7
4.7
5.5
7.5
11.2
18
7.5
11
5
7
16
22
6
9.5
9.5
13
17
28
5.5
9
7.5
11
8
10
3
4.5
3.3
4.7
6.5
8.5
8
9
9
12
11
15
10
15.5
8
12
4.5
6
7
8.5
5
3.8
4.9
6.2
4.5
2.2
5
7.2
11
7
4.8
5.1
8.5
5.5
10.5
5.3
6
11
6.5
12
3.5
6.1
9.2
16.5
6.6
11
6.7
12
83
53
90
90
68
38
70
6.4
2.8
5.7
7.5
10.7
7.6
10.5
10.5
16
6.7
7
6
8
5
8
15
25
33
14
6.8
9.2
8.2
14
9.2
13
7.5
11.5
7
10
8.6
16
6
9.5
3.2
4.8
5.5
6.3
10
7.5
7.5
15
21
13
20
19
22
15
24
14.5
3.8
6.5
2.1
3
2
2.9
1.7
2.9
2.1
2.6
1.7
2.6
2.9
4.2
2.2
3.3
4
6
7.2
10
9
11
17.5
7.5
12
5
8
72
8
5.9
8.8
11
5
6.3
3
4.4
4.7
7.8
6.4
8.8
4.1
5.5
6.3
3.8
8.8
6
3
9.7
5.2
2.8
6.9
6.3
8.3
5.2
13.3
4.5
2.4
7.9
4.4
1.8
5
2.5
6.6
3.8
9.4
5.6
4.3
4.4
3.8
6.3
11.9
6
18.8
16.2
7.3
22.9
5
4.2
10.1
7.4
5.7
10.6
7.3
5.2
9.3
3
10.4
7.6
14.3
11.5
7.7
15.2
6.7
4.6
8.5
8.3
4.7
2.8
11.1
8
5.8
6.7
12.1
6.1
8.4
5.4
5.8
3.6
5.4
3.1
8.2
4.1
7.75
7.5
5
10.5
7.2
5.4
13.6
7.8
5.1
11.7
8.2
3.4
12.2
11.9
5.8
3.4
4.3
8.7
8.7
6.3
13.3
4.8
2.7
6.8
6.9
3
8.4
4
1
12
6
4.6
7.5
12.8
5.2
7.41
5.25
7.16
4.38
6.19
11.9
15.2
3.35
25
35
33
48
11.5
15
23
32
50
19
26
12.8
17.9
17
23
7
9.2
4.3
6
2.8
3.7
6
7.1
3
3.8
4.5
6
4.5
7
7.7
10.8
5.7
8.3
4.5
7.2
6.8
10.7
12
19
6.7
10.7
4.8
7.2
6.2
9.3
2.9
4.3
4.7
7.2
9.7
16
6
8.8
20
4.8
7.2
4.4
6.4
6.2
9.4
3.2
4.8
3.1
5
12.5
21
1.6
2.4
2
2.9
2.8
4.1
9
15
3
5.2
8.2
7.8
10.2
8.8
5
7
6.3
7.7
5.3
6
5.4
8
4.2
7.3
4.7
7.3
4
6.2
1.8
2.9
5
8.5
4.2
7.5
5
6.5
1.8
3
2.1
3.2
1.4
2.1
1.5
3
2.1
3.4
2.2
3.9
2.1
3.6
2.7
4
2.7
4.6
1.5
2.5
2.6
4.5
1.9
3.1
3.1
6
2.4
3.8
2.6
4
5.2
6.7
1.9
3
8.2
12.2
15.3
24.3
10
14
3.5
5.5
6.4
9
11
16
16
22.7
18
25
40
30.5
27.8
40
11
14
11
43
40
35.7
6
2
4.2
32
33.1
12.3
11.2
11.4
16.2
16.5
18
9.5
18.5
43.4
28.6
11.7
12.9
12.4
15
2.15
2.24
1.83
6.5
5.7
12.7
6
13.5
14
13.5
16.5
3
3.2
2.8
3.75
3.5
4.2
4.5
4.88
3.5
3.25
3.5
8
2.2
2.5
4
3
2.3
2.65
2.1
1.9
3.3
2.25
4.7
2.4
1.5
2.25
25
4.5
5
9.3
2.3
4.7
2.5
47
42
52
55
40
36
41
17
2.7
13.1
7.6
4.6
6.6
12
12
4.5
12
10
19.2
7.7
7
7.5
11.5
15.8
16.3
17
12.8
10.7
14.9
18.2
17.3
19
9
13.5
16
18
11
14.5
16.5
7.4
10
11
15.3
4.8
4.1
3.5
3.3
4.3
4
3
6
2.6
2.1
2.9
2.8
2.8
2.2
2.7
2.7
3
3
2.7
2.9
3.2
2.9
2.8
2.3
2.8
2.1
2.6
2.6
3
1.7
2.1
2.2
2.1
2.3
3
3.5
4.6
2.2
3.2
2.2
3.2
2
2.8
7.2
9.2
4.5
6.5
5
7.5
19
6.3
11.5
10
3.4
2
3.5
4
4.3
3.2
3.5
5.2
6
4.4
5
5.25
3.5
4.5
6.2
4
4.5
5.75
5
6
5.5
8
4.2
6.8
3.5
4.8
5
8
5.2
5
3.4
4.6
2.8
2.7
10
13
2.2
1.8
3
8
18
5
7
8.5
12.5
3.5
2
6.4
9.2
5.3
2.1
1.4
1.9
7.8
6.8
1.5
2
3.5
1.8
2.8
2.5
2.8
3.7
9.5
13
25
16
8
3.9
3.8
2.6
5
8.3
3.5
11
2.9
5.6
9.8
4.2
11
8.5
8
5.3
15
5
6.9
5
3.7
4.9
3.5
40
10
35
15
31
55
55
60
10.5
8.5
36
35
13
12
11
5
13
13
15.5
13
13
13
13
18
7
12
13
8
12.5
12
13.5
6
7.5
24
5.5
5
7
6
6
9
67.5
72.5
62.5
65
67.5
67.5
65
67.5
52.5
80
67.5
70
60
35
40
56
120
30
18
15
19
19
8
14
14
7
2.5
17
5.2
7
6.8
7.2
5.2
7
7.3
7
5
5
12
14
60
21
45
20.7
61.5
38
18
18
20
20
20
14
33
33
23
25
20
13.8
11
9
3.8
16
12
16
8
12
13
16
20
19
18
20
20
17.5
25
7.2
5.1
4.7
7.5
6.5
5.6
4.3
13.3
11.3
10.5
8
6.4
5.6
6.3
2
2.4
2.4
1.8
1.9
1.6
4
3.6
2.2
1.5
5.2
6
13.2
13
11
8.2
10.1
9.3
8.3
12
10
7.3
8.6
8
18
7.2
4.5
7.2
5.2
1.4
1.2
2
1.2
1.8
3
2.8
2.9
2
1.9
3.2
2.2
2.2
2.2
2.2
3.4
3
3.7
2.2
1.9
1.9
2.2
2.7
6.7
5.5
3.7
4.2
6.3
7.2
4.3
2.7
2.6
3.3
10.2
11.1
11.2
15.8
5
4
5
3.5
2
10.7
17.5
75
70
33
48
70
25.5
29
48.5
55
15
34
44
21
27
27
32
4.75
7.65
3.3
4
3
3.5
11.5
8
12
3.5
13.5
6
6.5
6.1
7
5.5
16
10
12
9
10.1
11.5
12.1
8.5
9
9.5
7.5
13.6
2.3
3.7
48
5
4.2
3.4
3.2
5.4
15.2
10.9
5.1
7
5.8
9.6
7.3
8.4
2.8
8.5
5.6
2.9
4.7
2
2.8
7
8.8
4.3
2.2
1.5
2.2
4.8
3.5
3.5
2.8
1.9
3.17
5.12
5.2
8.04
5
7.7
8.29
10.74
10.35
12.6
5.4
7.9
4.4
5.9
4.7
4
4
5.75
5.69
5.5
6
7.5
8.5
6
2.5
3
1.8
2.4
12.5
7.5
11.5
8.6
8.1
5.6
25.5
34.5
26
4.7
4.5
6.1
5.2
4.9
4.3
17
9
1.4
2.5
2
1.7
2
3
2.4
1.5
1.3
1.7
1.6
2.5
2
2.2
1.7
4.2
5.6
4
3
2.9
3
3.3
4.3
2.8
2.7
3
4.6
3.1
3.4
4
2.6
2.7
4.3
4.5
3.3
4.1
4
3.5
3.9
4.6
3.5
3.7
35
26.9
25.5
24.5
18.7
18.3
18.5
25.1
16.1
25
16
12
20
17
8.5
15.5
7
8
6.6
11
9
5.5
3.9
3.9
1.2
4.2
6
7
3.1
6.6
4.1
3.7
6.7
0.7
4
7.3
1
5.3
3.5
5.7
0.6
4
4.5
7
0.7
5
3.7
6.4
0.7
4.8
4.2
7.2
1.1
4.7
5.5
9.2
1.4
6.5
3.2
4.8
0.5
3.5
17.5
23
12.4
19.2
17.5
21
7.5
12
7.6
12.25
9.4
3.8
6
2.9
4.9
4.7
7.75
7.75
10.6
26.5
4
4.94
5
3.81
6.31
14.9
20
31.5
26.3
28.2
37.1
30
6
35
5.6
8.4
3.9
8
13
8
15
20
5
37.8
52
8.7
10.5
8.5
9.9
37
53
47
48
26
33
51
63
41
41
42
5
12
4.5
8.5
3
6
6
5.5
6
3
5
6.5
3
8.5
2.5
4
4
5
4
6.5
6.5
5
4
7.5
5
5.5
7.5
5
6
2
5
4
3.5
3
5.5
4
3.5
3.5
11
16.5
9.5
8
35
19
6.5
7
13
14
17
16
13
2.5
3
3
4
5
3.5
6
35
30
30
74
27
40
40
30
8.2
9.1
6.8
5.7
9.5
7.5
5
5.5
6
4
10
10
10
15
30
18
40
11
16
8
9
9.5
10
9.5
9.5
9
8.5
8
3.7
3.6
4.6
4.6
9
4
5
5
5
3.2
3.3
2.5
3.5
6
5.3
10.5
7
10
11
6.5
10
6.5
4
5.2
5
10
7.5
6.8
6.5
7
8.5
8
7
6.2
5
8
9
7.5
7.5
7.5
17.5
14
15
7
7
5
4.5
2.2
5.5
19
18.25
10.25
35
30
8.5
10
17
50
45
70
32
41
22
24
35
30
25
58
60
57
61
60
48.5
51.5
58.5
60
71.6
53.3
55
70
58
53
51
51
55
67
50
50
3.39
6.1
8.5
6
8.3
5.1
7.7
5
6.7
4
5.8
9
14.5
8.5
12
3.9
6
3.5
5.5
6.5
10
5.8
8.5
2.5
3.8
5.5
7.5
4.7
6.6
5.5
7.5
5.3
8.4
3.5
5.2
3.2
4.9
8.3
10.3
9.8
11.3
9.1
10.5
8.9
10.7
16.3
18.2
15.1
16.8
14.8
15.5
15.9
17.2
18.6
13.2
15.7
17.1
13.2
15.3
16.1
32.4
33.8
38.5
9.4
12
12.1
14
11
18
27.5
26.7
33.6
49
49.5
4.4
8.7
4.4
8.6
1.67
3.65
7.5
7
12
3.75
5
2.25
3.75
1.5
1.9
3.5
1.75
2.25
3.5
4.5
1.5
1.75
3.25
5.75
3
4
3
3.75
3
4
1.75
3.25
1.75
2.75
2.5
4.25
1.6
2
2.8
1.25
2.5
2.25
2.75
2.1
1.6
3
3.25
1.75
2.75
4.5
6
4
2.75
3.75
4.5
5.75
5
2.6
5.9
6
5.15
1.75
1.9
2.75
2.3
2
2.5
1.75
2.3
1.94
2
2.65
3.25
2.5
2.3
2.5
3
1.85
1.9
1.8
2
3.13
2.03
3
4.5
5.9
4.9
4
5.55
3
4.15
1.9
2.2
1.63
1.75
2.6
2.5
3.57
4.89
4.1
4.5
3.25
2.85
3.25
8.13
10
3.85
7.25
10
4.5
2.5
2.5
4.5
9
2.7
4.1
8.3
2.5
3.4
25
3.1
3.6
3.5
2.8
24.5
23.5
14.9
20.2
14.9
18.3
15.6
16.1
14.7
12
4.1
6.7
3.2
3
2.2
2.05
60
60
85
75
82.5
70
7.5
7
7.7
12.9
5.9
7.9
4.2
5.4
8
8.2
9.7
11.7
8
10.1
8.4
12.2
14.2
13.5
11.8
9.2
8.6
9.2
18
21.7
13.5
18
8.5
13.5
10.5
14
11
14.8
13.7
17
39.7
53
3
10
8
20
27
28.5
18
32
26.5
18
24
8
6
22.3
4
6.5
9
5.8
3.5
8.5
1.1
1
7
10
14
12
14
16
25
19.5
28
20
31
25
37
17
25
17
25
14
20
38
35
22
28
19
35
18
27
17
24
27
30
40
12
17
22
17
30
32
20
17
16
16
16
